-122.932448413034, 44.2699090804037, 874.55
-122.884039287435, 44.3009398417943, 872.661
-122.904306682911, 44.291720557613, 844.501
-122.918252484864, 44.279128364585, 822.751
-122.932486014865, 44.2532693967594, 811.308
-122.764025510889, 44.2901465334845, 742.765
-122.917529222323, 44.2984663753066, 705.239
-122.792501082644, 44.2858741822786, 683.018
-122.778332037693, 44.2834007157909, 673.838
-122.867521058909, 44.2883476487662, 665.408
-122.936945012593, 44.3074607988981, 663.483
-123.352516482969, 44.6301357452426, 655.588
-122.945817623701, 44.3166800830794, 652.744
-122.866579850982, 44.3009398417943, 653.112
-122.863376593205, 44.3989790589415, 647.308
-123.349158935877, 44.6724095361226, 643.623
-122.849268628336, 44.2849747399194, 636.094
-122.860145085669, 44.2791283645849, 625.913
-123.376823102653, 44.6425030776809, 608
-122.894202937235, 44.3099342653858, 597.245
-122.884892880071, 44.4349567533074, 593.574
-123.314816214468, 44.6791553538162, 584.293
-122.899200663745, 44.2726074074811, 583.633
-122.899139094647, 44.4234888632283, 593.268
-123.362397694523, 44.6559947130681, 576.805
-123.357482596306, 44.6391301688341, 566.21
-122.870972011224, 44.3166800830794, 564.037
-123.351648531173, 44.619117576343, 552.492
-123.371608207479, 44.6125966192392, 555.199
-123.34822997763, 44.6942210133319, 555.081
-123.360949250012, 44.6800547961753, 552.611
-122.8633626406, 44.2701339409935, 550.859
-122.766016502813, 44.3049873324105, 554.348
-123.329151331975, 44.6733089784817, 547.481
-122.781734690242, 44.3133071742326, 539.411
-123.367659183094, 44.6249639516775, 540.054
-122.888429847048, 44.2775543404565, 579.85
-122.869164907232, 44.4151690214061, 525.584
-122.884968382854, 44.2609146568122, 523.017
-122.920865791157, 44.4225894208691, 516.775
-123.351792082835, 44.6474500106562, 513.745
-122.869102645116, 44.4349567533074, 513.545
-122.925765106319, 44.2899216728947, 510.249
-122.807450041308, 44.2840752975603, 518.621
-123.314797937543, 44.623389927549, 498.343
-122.842472032096, 44.2665361715569, 496.091
-122.891749945361, 44.4441760374887, 497.12
-122.970897274116, 44.441702571001, 495.817
-122.850846457575, 44.382564235887, 495.609
-122.819211197489, 44.2615892385816, 496.335
-122.947462150667, 44.3007149812045, 488.39
-123.366703663257, 44.5984304020826, 483.401
-122.858438303791, 44.409997227841, 485.847
-122.93256622286, 44.3182541072079, 490.572
-122.878403788386, 44.4241634449976, 483.016
-122.915007665397, 44.4450754798478, 479.626
-122.810058496971, 44.3983044771721, 477.663
-123.290821366451, 44.689948662126, 475.405
-122.870059736083, 44.38998463535, 476.46
-123.346752657863, 44.6348578176281, 619.679
-123.332532056978, 44.6326092117302, 461.587
-123.273521683784, 44.6409290535524, 461.392
-122.949185954629, 44.291720557613, 466.128
-122.834198640226, 44.2831758552011, 462.411
-123.352446069864, 44.2723825468913, 458.693
-122.961723896989, 44.3074607988981, 459.054
-122.94154306344, 44.4509218551823, 455.12
-122.902527808787, 44.4349567533074, 451.515
-122.846547551254, 44.3049873324105, 443.388
-122.877426185023, 44.4057248766351, 445.386
-122.85085969561, 44.2541688391186, 442.762
-122.856724807362, 44.4358561956665, 436.843
-122.75909424409, 44.31600550131, 436.159
-122.805023938848, 44.3157806407202, 438.211
-122.814123174607, 44.2757554557381, 440.149
-122.962394359543, 44.2557428632471, 433.953
-122.960123569985, 44.5048883967312, 433.109
-122.84094873151, 44.3967304530436, 438.689
-122.825835564326, 44.3992039195313, 449.81
-122.951696309663, 44.4124706943287, 427.745
-122.934026599993, 44.3283728337483, 432.122
-122.902439093467, 44.4675615388265, 430.172
-122.929170111898, 44.4500224128231, 427.711
-122.875824725255, 44.4426020133602, 427.661
-122.869904377712, 44.3274733913892, 433.886
-122.827381723432, 44.2708085227628, 426.132
-122.865057498597, 44.3407401661866, 426.652
-122.906532209098, 44.3499594503679, 418.368
-122.811617152819, 44.3274733913892, 418.932
-123.303240660401, 44.6332837934996, 414.105
-123.264124227834, 44.6523969436315, 412.343
-122.750074950363, 44.6766818873285, 412.089
-122.985211814716, 44.4365307774359, 409.817
-122.852557183937, 44.4192165120223, 406.341
-123.338280116149, 44.6541958283498, 402.654
-122.800758260425, 44.2757554557381, 401.953
-122.830811963104, 44.2998155388454, 397.96
-122.760141787138, 44.2692344986343, 395.197
-122.897575894366, 44.3241004825424, 393.131
-122.841537397323, 44.4549693457984, 391.841
